year,source,confidence,Title
1956.0,https://en.wikipedia.org/wiki/Duke%27s_in_Bed,medium,Ballad For Very Tired And Very Sad Lotus Eaters
,https://en.wikipedia.org/wiki/Ballade_(classical_music),low,Ballade
1973.0,https://en.wikipedia.org/wiki/Baltimore_oriole,medium,Baltimore Oriole
,https://en.wikipedia.org/wiki/Barbados,low,Barbados
2023.0,https://en.wikipedia.org/wiki/Barbara_(given_name),medium,Barbara
,https://en.wikipedia.org/wiki/Dinner_theater,low,Bark For Barksdale
1928.0,https://en.wikipedia.org/wiki/Basin_Street_Blues,medium,Basin Street Blues
,https://en.wikipedia.org/wiki/Bat,low,"Bat, The"
1953.0,"https://en.wikipedia.org/wiki/Baubles,_Bangles,_%26_Beads",medium,"Baubles, Bangles and Beads"
2012.0,https://en.wikipedia.org/wiki/Be_Careful_with_My_Heart,medium,Be Careful It's My Heart
2025.0,https://en.wikipedia.org/wiki/Die_My_Love,medium,Be My Love
,https://en.wikipedia.org/wiki/Bebop,low,Be-Bop
2023.0,https://en.wikipedia.org/wiki/Beatrice_(given_name),medium,Beatrice
1931.0,https://en.wikipedia.org/wiki/Beautiful_Love_(1931_song),medium,Beautiful Love
1889.0,https://en.wikipedia.org/wiki/Beauty_and_the_Beast,medium,Beauty And The Beast
1935.0,https://en.wikipedia.org/wiki/Begin_the_Beguine,high,Begin The Beguine
1970.0,https://en.wikipedia.org/wiki/Bein%27_Green,high,Bein' Green
,https://en.wikipedia.org/wiki/List_of_compositions_by_Thelonious_Monk,low,Bemsha Swing
2008.0,https://en.wikipedia.org/wiki/Karibu_(album),medium,Benny's Tune
1952.0,https://en.wikipedia.org/wiki/Bernie%27s_Tune,medium,Bernie's Tune
1932.0,https://en.wikipedia.org/wiki/B%C3%A9same_Mucho,medium,Besame Mucho
1959.0,"https://en.wikipedia.org/wiki/Bess,_You_Is_My_Woman_Now",medium,Bess You Is My Woman
1964.0,https://en.wikipedia.org/wiki/Crescent_(John_Coltrane_album),medium,Bessie's Blues
2022.0,https://en.wikipedia.org/wiki/Yet_to_Come_(The_Most_Beautiful_Moment),medium,"Best Is Yet To Come (Page 1), The"
2021.0,https://en.wikipedia.org/wiki/The_Best_Is_Yet_to_Come_(Bonnie_Tyler_album),medium,"Best Is Yet To Come (Page 2), The"
2011.0,https://en.wikipedia.org/wiki/The_Best_Thing_About_Me_Is_You,medium,"Best Thing For You Is Me, The"
1927.0,https://en.wikipedia.org/wiki/The_Best_Things_in_Life_Are_Free_(Ray_Henderson_song),high,"Best Things In Life Are Free, The"
1989.0,https://en.wikipedia.org/wiki/Better_Days_Ahead,medium,Better Days Ahead
1959.0,https://en.wikipedia.org/wiki/Mingus_Ah_Um,medium,Better Git It In Your Soul
1963.0,https://en.wikipedia.org/wiki/Better_Than_Anything,medium,Better Than Anything
1902.0,https://en.wikipedia.org/wiki/Knud_Holmboe,medium,Between The Devil And The Deep Blue Sea
1964.0,https://en.wikipedia.org/wiki/Bewitched,medium,Bewitched
1930.0,https://en.wikipedia.org/wiki/Beyond_the_Blue_Horizon_(song),medium,Beyond The Blue Horizon
2023.0,https://en.wikipedia.org/wiki/Beyond_the_Sea_(Black_Mirror),medium,Beyond The Sea
1930.0,https://en.wikipedia.org/wiki/Bidin%27_My_Time,medium,Bidin' My Time
1922.0,https://en.wikipedia.org/wiki/Big_Nick_Nicholas,medium,Big Nick
1902.0,https://en.wikipedia.org/wiki/(Won%27t_You_Come_Home)_Bill_Bailey,high,"Bill Bailey, Won't You Please Come Home"
,https://en.wikipedia.org/wiki/List_of_compositions_by_Bill_Evans,low,Bill's Hit Tune
1945.0,https://en.wikipedia.org/wiki/Billie%27s_Bounce,medium,Billie's Bounce
1912.0,https://en.wikipedia.org/wiki/Billy_Boy,medium,Billy Boy
1958.0,https://en.wikipedia.org/wiki/Birks%27_Works,medium,Birk's Works
1926.0,https://en.wikipedia.org/wiki/The_Birth_of_the_Blues,medium,"Birth Of The Blues, The"
1976.0,https://en.wikipedia.org/wiki/Black_and_Blue,medium,Black And Blue
1927.0,https://en.wikipedia.org/wiki/Black_and_Tan_Fantasy,medium,Black And Tan Fantasy
,,none,Black Butterfly
,https://en.wikipedia.org/wiki/Coffee,low,Black Coffee
1947.0,https://en.wikipedia.org/wiki/Black_Narcissus,medium,Black Narcissus
,https://en.wikipedia.org/wiki/Nile,low,Black Nile
1992.0,https://en.wikipedia.org/wiki/Blackberry_winter,medium,Blackberry Winter
1934.0,https://en.wikipedia.org/wiki/Blame_It_on_My_Youth,high,Blame It On My Youth
,https://en.wikipedia.org/wiki/Complete_blood_count,low,Blood Count
1950.0,https://en.wikipedia.org/wiki/Bloomdido,medium,Bloomdido
1999.0,"https://en.wikipedia.org/wiki/Blue_Skies,_Broken_Hearts...Next_12_Exits",medium,Blue (And Broken Hearted)
1961.0,https://en.wikipedia.org/wiki/Blue_%26_Sentimental,medium,Blue And Sentimental
1963.0,https://en.wikipedia.org/wiki/Blue_Bossa,medium,Blue Bossa
1941.0,https://en.wikipedia.org/wiki/Blue_Champagne,medium,Blue Champagne
,,none,Blue Daniel
1959.0,https://en.wikipedia.org/wiki/Blue_in_Green,medium,Blue In Green
1945.0,https://en.wikipedia.org/wiki/Lou_Marini,medium,Blue Lou
,https://en.wikipedia.org/wiki/List_of_compositions_by_Thelonious_Monk,low,Blue Monk
1937.0,https://en.wikipedia.org/wiki/Blue_moon,medium,Blue Moon
2015.0,https://en.wikipedia.org/wiki/Blue%27s_Room,medium,"Blue Room, The"
1983.0,https://en.wikipedia.org/wiki/Sing_Blue_Silver,medium,Blue Silver
1929.0,https://en.wikipedia.org/wiki/Blue_Skies_(1929_film),medium,Blue Skies
1994.0,https://en.wikipedia.org/wiki/Sonic_%26_Knuckles,medium,Blue Sphere
1929.0,https://en.wikipedia.org/wiki/Blue_Turning_Grey_over_You,medium,Blue Turning Grey Over You
1940.0,https://en.wikipedia.org/wiki/Blueberry_Hill,high,Blueberry Hill
1959.0,https://en.wikipedia.org/wiki/Thelonious_Alone_in_San_Francisco,medium,Bluehawk
1963.0,https://en.wikipedia.org/wiki/Monk%27s_Dream_(Thelonious_Monk_album),medium,Blues Five Spot
1951.0,https://en.wikipedia.org/wiki/Blues_for_Alice,medium,Blues For Alice
,https://en.wikipedia.org/wiki/Blues,low,Blues For Wood
1921.0,https://en.wikipedia.org/wiki/Harry_Babasin,medium,Blues In The Closet
1941.0,https://en.wikipedia.org/wiki/Blues_in_the_Night,high,Blues In The Night
1958.0,https://en.wikipedia.org/wiki/Blues_March,medium,Blues March
1962.0,https://en.wikipedia.org/wiki/Bluesette,medium,Bluesette
2017.0,https://en.wikipedia.org/wiki/On_Body_and_Soul,medium,Body And Soul
1955.0,https://en.wikipedia.org/wiki/Bohemia_After_Dark,medium,Bohemia After Dark
,https://en.wikipedia.org/wiki/Bolivia,low,Bolivia
2011.0,https://en.wikipedia.org/wiki/Shannon_family,medium,Boo Boo's Birthday
1961.0,https://en.wikipedia.org/wiki/At_the_Five_Spot,medium,Booker's Waltz
1957.0,https://en.wikipedia.org/wiki/Boplicity,medium,Boplicity
2015.0,https://en.wikipedia.org/wiki/Born_to_Be_Blue_(film),medium,Born To Be Blue
1964.0,https://en.wikipedia.org/wiki/Bossa_Antigua,medium,Bossa Antigua
2004.0,https://en.wikipedia.org/wiki/Boulevard_of_Broken_Dreams_(Green_Day_song),medium,"Boulevard Of Broken Dreams, The"
1946.0,https://en.wikipedia.org/wiki/Bouncing_with_Bud,medium,Bouncin' With Bud
1949.0,https://en.wikipedia.org/wiki/Bourbon_Street_Parade,medium,Bourbon Street Parade
2015.0,https://en.wikipedia.org/wiki/The_Boy_Next_Door_(film),medium,"Boy Next Door, The"
1939.0,https://en.wikipedia.org/wiki/Aquarela_do_Brasil,medium,Brazil (Aquarela Do Brasil)
,https://en.wikipedia.org/wiki/Brazil,low,Brazilian Like
1954.0,https://en.wikipedia.org/wiki/Suite_populaire_br%C3%A9silienne,high,Brazilian Suite
1928.0,https://en.wikipedia.org/wiki/The_Breeze_and_I,medium,"Breeze And I, The"
2002.0,https://en.wikipedia.org/wiki/Law_%26_Order:_Criminal_Intent_season_2,medium,Bright Boy
2009.0,https://en.wikipedia.org/wiki/The_Bright_Mississippi,medium,Bright Mississippi
1975.0,https://en.wikipedia.org/wiki/Bright_Size_Life,medium,Bright Size Life
1957.0,https://en.wikipedia.org/wiki/Brilliant_Corners,medium,Brilliant Corners
,,none,Broadway
1932.0,"https://en.wikipedia.org/wiki/Brother,_Can_You_Spare_a_Dime%3F",medium,Brother Can You Spare A Dime
1976.0,https://en.wikipedia.org/wiki/Brotherhood_of_Man,medium,Brotherhood Of Man
1924.0,https://en.wikipedia.org/wiki/Bud_Powell,medium,Bud Powell
,https://en.wikipedia.org/wiki/Bud%C5%8D,low,Budo
1914.0,https://en.wikipedia.org/wiki/Bunk%C5%8D,medium,Bunko
1947.0,https://en.wikipedia.org/wiki/But_Beautiful_(song),medium,But Beautiful
1930.0,https://en.wikipedia.org/wiki/But_Not_for_Me_(song),high,But Not For Me
,https://en.wikipedia.org/wiki/Butch_(slang),low,Butch And Butch
,https://en.wikipedia.org/wiki/Butterfly,low,Butterfly
1973.0,https://en.wikipedia.org/wiki/Butterfly_Dreams,medium,Butterfly Dreams
1975.0,https://en.wikipedia.org/wiki/All_by_Myself,medium,By Myself
1965.0,"https://en.wikipedia.org/wiki/Bye,_Bye,_Baby_(Baby_Goodbye)",medium,Bye Bye Baby
1926.0,https://en.wikipedia.org/wiki/Bye_Bye_Blackbird,high,Bye Bye Blackbird
1925.0,https://en.wikipedia.org/wiki/Bye_Bye_Blues_(song),medium,Bye Bye Blues
1963.0,https://en.wikipedia.org/wiki/Monk%27s_Dream_(Thelonious_Monk_album),medium,Bye-Ya
1941.0,https://en.wikipedia.org/wiki/C_Jam_Blues,high,C-Jam Blues
1997.0,https://en.wikipedia.org/wiki/Regulations_on_children%27s_television_programming_in_the_United_States,medium,C.T.A.
1947.0,https://en.wikipedia.org/wiki/C%27est_si_bon,medium,C'est Si Bon
,https://en.wikipedia.org/wiki/Cabaret,low,Cabaret
1943.0,https://en.wikipedia.org/wiki/Cabin_in_the_Sky_(film),medium,Cabin in the Sky
2012.0,https://en.wikipedia.org/wiki/Call_Me_Maybe,medium,Call Me
2007.0,https://en.wikipedia.org/wiki/Call_Me_Irresponsible_(album),medium,Call Me Irresponsible
1927.0,https://en.wikipedia.org/wiki/Can%27t_Help_Lovin%27_Dat_Man,medium,Can't Help Lovin' Dat Man
1975.0,https://en.wikipedia.org/wiki/Why_Can%27t_We_Be_Friends%3F_(song),medium,Can't We Be Friends
,https://en.wikipedia.org/wiki/Candy,low,Candy
1964.0,https://en.wikipedia.org/wiki/Cantaloupe_Island,medium,Cantaloupe Island
2019.0,https://en.wikipedia.org/wiki/Captain_Marvel_(film),medium,Captain Marvel
,https://en.wikipedia.org/wiki/Campervan,low,Caravan
2002.0,https://en.wikipedia.org/wiki/Catch_Me_If_You_Can,medium,Catch Me
1949.0,https://en.wikipedia.org/wiki/Celia_(1949_film),medium,Celia
2016.0,https://en.wikipedia.org/wiki/Central_Park,medium,Central Park West
1965.0,https://en.wikipedia.org/wiki/Cornbread_(album),medium,Ceora
2015.0,https://en.wikipedia.org/wiki/Chameleon,medium,Chameleon
1938.0,https://en.wikipedia.org/wiki/Change_Partners,high,Change Partners
2020.0,"https://en.wikipedia.org/wiki/Charleston,_South_Carolina",medium,Charleston
,,none,"Chase, The"
1926.0,https://en.wikipedia.org/wiki/John_Coltrane,medium,Chasin' The Trane
1935.0,https://en.wikipedia.org/wiki/Cheek_to_Cheek,high,Cheek To Cheek
1982.0,https://en.wikipedia.org/wiki/Cheers,medium,Cheers
,https://en.wikipedia.org/wiki/Cheesecake,low,Cheese Cake
2022.0,https://en.wikipedia.org/wiki/Cheetah,medium,Cheetah
1957.0,https://en.wikipedia.org/wiki/Chega_de_Saudade,medium,Chega De Saudade (No More Blues)
1858.0,https://en.wikipedia.org/wiki/Chelsea_Bridge,medium,Chelsea Bridge
,https://en.wikipedia.org/wiki/Cherokee,low,Cherokee
1983.0,https://en.wikipedia.org/wiki/Cheryl_(singer),medium,Cheryl
2020.0,https://en.wikipedia.org/wiki/Chicago,medium,Chicago
,https://en.wikipedia.org/wiki/Chicken,low,"Chicken, The"
,https://en.wikipedia.org/wiki/20th_Century_Studios,low,Children Of The Night
,https://en.wikipedia.org/wiki/Chucho,low,Chucho
2017.0,https://en.wikipedia.org/wiki/Close_Enough,medium,Close Enough For Love
2025.0,https://en.wikipedia.org/wiki/Close_Your_Eyes_(group),medium,Close Your Eyes
2000.0,https://en.wikipedia.org/wiki/Cold_Duck_Complex,medium,Cold Duck Time
1814.0,https://en.wikipedia.org/wiki/Come_Back_to_Me_(Janet_Jackson_song),medium,Come Back To Me
2010.0,https://en.wikipedia.org/wiki/Come_Fly_with_Me_(2010_TV_series),medium,Come Fly With Me
1946.0,https://en.wikipedia.org/wiki/Come_Rain_or_Come_Shine,medium,Come Rain Or Come Shine
1943.0,https://en.wikipedia.org/wiki/Come_Sunday,medium,Come Sunday
2003.0,https://en.wikipedia.org/wiki/Love_Comes_Softly,medium,Comes Love
1979.0,https://en.wikipedia.org/wiki/We_Will_Meet_Again,medium,Comrade Conrad
1954.0,https://en.wikipedia.org/wiki/Con_Alma,medium,Con Alma
,,none,Conception
,https://en.wikipedia.org/wiki/The_Conference_of_the_Birds,low,Conference Of The Birds
,https://en.wikipedia.org/wiki/Confirmation,low,Confirmation
,https://en.wikipedia.org/wiki/Contemplation,low,Contemplation
,https://en.wikipedia.org/wiki/Continuum_(measurement),low,Continuum
,,none,"Cool One, The"
1807.0,https://en.wikipedia.org/wiki/Copenhagen,medium,Copenhagen
,https://en.wikipedia.org/wiki/Coral,low,Coral
1884.0,https://en.wikipedia.org/wiki/Corcovado,medium,Corcovado
2003.0,https://en.wikipedia.org/wiki/The_Core,medium,"Core, The"
1929.0,https://en.wikipedia.org/wiki/A_Cottage_for_Sale,high,Cottage For Sale
1940.0,https://en.wikipedia.org/wiki/Cotton_Tail,medium,Cotton Tail
1994.0,https://en.wikipedia.org/wiki/It_Could_Happen_to_You_(1994_film),medium,Could It Be You
1929.0,https://en.wikipedia.org/wiki/Countdown,medium,Countdown
2010.0,https://en.wikipedia.org/wiki/Country,medium,Country
1858.0,https://en.wikipedia.org/wiki/Our_American_Cousin,medium,Cousin Mary
1949.0,https://en.wikipedia.org/wiki/Crazy_He_Calls_Me,high,Crazy He Calls Me
1980.0,https://en.wikipedia.org/wiki/Crazy_Rhythms,medium,Crazy Rhythm
1927.0,https://en.wikipedia.org/wiki/Creole_Love_Call,medium,Creole Love Call
,https://en.wikipedia.org/wiki/List_of_compositions_by_Thelonious_Monk,low,Crepuscule With Nellie
,https://en.wikipedia.org/wiki/Crisis,low,Crisis
1949.0,https://en.wikipedia.org/wiki/Criss_Cross_(film),medium,Criss Cross
1953.0,https://en.wikipedia.org/wiki/Cry_Me_a_River_(Arthur_Hamilton_song),high,Cry Me A River
1972.0,https://en.wikipedia.org/wiki/Crystal_Silence,medium,Crystal Silence
,https://en.wikipedia.org/wiki/Cuteness,low,Cute
,https://en.wikipedia.org/wiki/Cyclic_vomiting_syndrome,low,Cyclic Episode
1946.0,https://en.wikipedia.org/wiki/To_Each_His_Own_(Jay_Livingston_and_Ray_Evans_song),high,Cynthia's In Love
1954.0,https://en.wikipedia.org/wiki/Clifford_Brown_%26_Max_Roach,medium,Daahoud
1966.0,https://en.wikipedia.org/wiki/Speak_No_Evil_(Wayne_Shorter_album),medium,Dance Cadaverous
1924.0,https://en.wikipedia.org/wiki/Bud_Powell,medium,Dance Of The Infidels
2000.0,https://en.wikipedia.org/wiki/Dancer_in_the_Dark,medium,Dancing In The Dark
1986.0,https://en.wikipedia.org/wiki/Dancing_on_the_Ceiling,medium,Dancing On The Ceiling
1913.0,https://en.wikipedia.org/wiki/Danny_Boy,high,Danny Boy
1939.0,https://en.wikipedia.org/wiki/Darn_That_Dream,medium,Darn That Dream
1960.0,https://en.wikipedia.org/wiki/Dat_Dere,medium,Dat Dere
2007.0,https://en.wikipedia.org/wiki/Richard_of_Chichester,medium,Day By Day
,https://en.wikipedia.org/wiki/Daydreaming,low,Day Dream
,https://en.wikipedia.org/wiki/Daydreaming,low,Day Dreaming
1939.0,"https://en.wikipedia.org/wiki/Day_In,_Day_Out_(1939_song)",medium,"Day In, Day Out"
1989.0,https://en.wikipedia.org/wiki/Day_Wave,medium,Day Waves
,,none,Daybreak
2002.0,https://en.wikipedia.org/wiki/40_Days_and_40_Nights,medium,Days And Nights Waiting
1962.0,https://en.wikipedia.org/wiki/Days_of_Wine_and_Roses_(film),medium,Days Of Wine And Roses
1872.0,https://en.wikipedia.org/wiki/Dear_Lord_and_Father_of_Mankind,high,Dear Lord
1822.0,https://en.wikipedia.org/wiki/Dear_Old_Stockholm,medium,Dear Old Stockholm
1953.0,https://en.wikipedia.org/wiki/Vincent_Curatola,medium,Dearly Beloved
,https://en.wikipedia.org/wiki/Judgment_(law),low,Decision
1950.0,https://en.wikipedia.org/wiki/Dedicated_to_You_(Frank_Sinatra_album),medium,Dedicated To You
1926.0,https://en.wikipedia.org/wiki/%27Deed_I_Do,high,Deed I Do
1968.0,https://en.wikipedia.org/wiki/Deep_Purple,medium,Deep Purple
1960.0,https://en.wikipedia.org/wiki/Them_Dirty_Blues,medium,Del Sasser
1959.0,https://en.wikipedia.org/wiki/Desafinado,medium,Desafinado
1959.0,https://en.wikipedia.org/wiki/Desafinado,medium,Desafinado (Original)
1948.0,https://en.wikipedia.org/wiki/Detour_Ahead,medium,Detour Ahead
,,none,Devil May Care
,https://en.wikipedia.org/wiki/Dewey_Square,low,Dewey Square
,https://en.wikipedia.org/wiki/Fine_motor_skill,low,Dexterity
,,none,Diane
2006.0,https://en.wikipedia.org/wiki/Julien_Duranville,medium,Dienda
,,none,Dig
,https://en.wikipedia.org/wiki/Dinah,low,Dinah
1959.0,https://en.wikipedia.org/wiki/Dindi,medium,Dindi
1964.0,https://en.wikipedia.org/wiki/Diversity_(business),medium,Diverse
2012.0,https://en.wikipedia.org/wiki/Django_Unchained,medium,Django
2010.0,https://en.wikipedia.org/wiki/Do_It_Again_(film),medium,Do It Again
1940.0,https://en.wikipedia.org/wiki/Do_Nothing_till_You_Hear_from_Me,medium,Do Nothin' Til You Hear From Me
