year,source,confidence
,https://en.wikipedia.org/wiki/Aisha,low
1911.0,https://en.wikipedia.org/wiki/Alexander%27s_Ragtime_Band,medium
1963.0,https://en.wikipedia.org/wiki/Alfie_(play),medium
1966.0,https://en.wikipedia.org/wiki/Alfie_(Sonny_Rollins_album),medium
1865.0,https://en.wikipedia.org/wiki/Alice%27s_Adventures_in_Wonderland,medium
1945.0,https://en.wikipedia.org/wiki/Kimiko_Kasai,medium
2006.0,https://en.wikipedia.org/wiki/All_Alone_(film_series),medium
1985.0,https://en.wikipedia.org/wiki/All_at_Once_(Whitney_Houston_song),medium
1959.0,https://en.wikipedia.org/wiki/All_Blues,medium
1975.0,https://en.wikipedia.org/wiki/All_by_Myself,medium
1937.0,https://en.wikipedia.org/wiki/All_God%27s_Chillun_Got_Rhythm,medium
1959.0,https://en.wikipedia.org/wiki/All_My_Tomorrows_(song),medium
1939.0,https://en.wikipedia.org/wiki/Mel_Carter,medium
1934.0,https://en.wikipedia.org/wiki/All_of_Me_(1934_film),medium
1961.0,https://en.wikipedia.org/wiki/All_of_You_(Ahmad_Jamal_album),medium
1939.0,https://en.wikipedia.org/wiki/All_or_Nothing_at_All,high
1939.0,https://en.wikipedia.org/wiki/All_the_Things_You_Are,medium
1838.0,https://en.wikipedia.org/wiki/Turtles_all_the_way_down,medium
,https://en.wikipedia.org/wiki/All_Saints%27_Day,low
1942.0,https://en.wikipedia.org/wiki/All_Through_the_Night_(film),medium
1940.0,https://en.wikipedia.org/wiki/All_Too_Soon,medium
1947.0,https://en.wikipedia.org/wiki/Almost_Like_Being_in_Love,high
1952.0,https://en.wikipedia.org/wiki/Alone_Together_(Benny_Carter_album),medium
1977.0,https://en.wikipedia.org/wiki/Alone_Too_Long_(album),medium
1983.0,https://en.wikipedia.org/wiki/Moment_to_Moment_(The_Jazztet_album),medium
1985.0,https://en.wikipedia.org/wiki/Always_(1985_film),medium
2021.0,https://en.wikipedia.org/wiki/To_All_the_Boys:_Always_and_Forever,medium
1929.0,https://en.wikipedia.org/wiki/Am_I_Blue%3F,medium
1927.0,https://en.wikipedia.org/wiki/Among_My_Souvenirs,high
1959.0,https://en.wikipedia.org/wiki/Ana_Mar%C3%ADa_Polo,medium
1973.0,https://en.wikipedia.org/wiki/On_the_Third_Day,medium
1944.0,https://en.wikipedia.org/wiki/And_the_Angels_Sing,medium
2001.0,https://en.wikipedia.org/wiki/Angel_Eyes_(film),medium
,https://en.wikipedia.org/wiki/Anthropology,low
1934.0,https://en.wikipedia.org/wiki/Anything_Goes,medium
,https://en.wikipedia.org/wiki/April,low
1932.0,https://en.wikipedia.org/wiki/April_in_Paris_(song),high
1976.0,https://en.wikipedia.org/wiki/Joy_Division,medium
1987.0,https://en.wikipedia.org/wiki/April_Skies,medium
1945.0,https://en.wikipedia.org/wiki/Aren%27t_You_Glad_You%27re_You%3F,medium
1817.0,https://en.wikipedia.org/wiki/Armageddon,medium
1941.0,https://en.wikipedia.org/wiki/Chick_Corea,medium
1946.0,https://en.wikipedia.org/wiki/As_Long_as_I_Live_(1946_film),medium
1931.0,https://en.wikipedia.org/wiki/As_Time_Goes_By_(song),high
,https://en.wikipedia.org/wiki/List_of_compositions_by_Thelonious_Monk,low
1941.0,https://en.wikipedia.org/wiki/At_Last,medium
1975.0,https://en.wikipedia.org/wiki/At_Long_Last_Love,medium
1951.0,https://en.wikipedia.org/wiki/Au_Privave,medium
2000.0,https://en.wikipedia.org/wiki/Autumn_in_New_York_(film),medium
,https://en.wikipedia.org/wiki/Autumn_leaf_color,low
2024.0,https://en.wikipedia.org/wiki/Portrait_(Samara_Joy_album),medium
,https://en.wikipedia.org/wiki/Avalon,low
,https://en.wikipedia.org/wiki/List_of_compositions_by_Thelonious_Monk,low
1919.0,https://en.wikipedia.org/wiki/Baby_Won%27t_You_Please_Come_Home,high
1959.0,https://en.wikipedia.org/wiki/Sally_Timms,medium
1961.0,https://en.wikipedia.org/wiki/Bags_%26_Trane,medium
1957.0,https://en.wikipedia.org/wiki/Bags%27_Groove,medium
,https://en.wikipedia.org/wiki/Balance_(ability),low
1956.0,https://en.wikipedia.org/wiki/Duke%27s_in_Bed,medium
,https://en.wikipedia.org/wiki/Ballade_(classical_music),low
1973.0,https://en.wikipedia.org/wiki/Baltimore_oriole,medium
,https://en.wikipedia.org/wiki/Barbados,low
2023.0,https://en.wikipedia.org/wiki/Barbara_(given_name),medium
,https://en.wikipedia.org/wiki/Dinner_theater,low
1928.0,https://en.wikipedia.org/wiki/Basin_Street_Blues,medium
,https://en.wikipedia.org/wiki/Bat,low
1953.0,"https://en.wikipedia.org/wiki/Baubles,_Bangles,_%26_Beads",medium
2012.0,https://en.wikipedia.org/wiki/Be_Careful_with_My_Heart,medium
2025.0,https://en.wikipedia.org/wiki/Die_My_Love,medium
,https://en.wikipedia.org/wiki/Bebop,low
2023.0,https://en.wikipedia.org/wiki/Beatrice_(given_name),medium
1931.0,https://en.wikipedia.org/wiki/Beautiful_Love_(1931_song),medium
1889.0,https://en.wikipedia.org/wiki/Beauty_and_the_Beast,medium
1935.0,https://en.wikipedia.org/wiki/Begin_the_Beguine,high
1970.0,https://en.wikipedia.org/wiki/Bein%27_Green,high
,https://en.wikipedia.org/wiki/List_of_compositions_by_Thelonious_Monk,low
2008.0,https://en.wikipedia.org/wiki/Karibu_(album),medium
1952.0,https://en.wikipedia.org/wiki/Bernie%27s_Tune,medium
1932.0,https://en.wikipedia.org/wiki/B%C3%A9same_Mucho,medium
1959.0,"https://en.wikipedia.org/wiki/Bess,_You_Is_My_Woman_Now",medium
1964.0,https://en.wikipedia.org/wiki/Crescent_(John_Coltrane_album),medium
2022.0,https://en.wikipedia.org/wiki/Yet_to_Come_(The_Most_Beautiful_Moment),medium
2021.0,https://en.wikipedia.org/wiki/The_Best_Is_Yet_to_Come_(Bonnie_Tyler_album),medium
2011.0,https://en.wikipedia.org/wiki/The_Best_Thing_About_Me_Is_You,medium
1927.0,https://en.wikipedia.org/wiki/The_Best_Things_in_Life_Are_Free_(Ray_Henderson_song),high
1989.0,https://en.wikipedia.org/wiki/Better_Days_Ahead,medium
1959.0,https://en.wikipedia.org/wiki/Mingus_Ah_Um,medium
1963.0,https://en.wikipedia.org/wiki/Better_Than_Anything,medium
1902.0,https://en.wikipedia.org/wiki/Knud_Holmboe,medium
1964.0,https://en.wikipedia.org/wiki/Bewitched,medium
1930.0,https://en.wikipedia.org/wiki/Beyond_the_Blue_Horizon_(song),medium
2023.0,https://en.wikipedia.org/wiki/Beyond_the_Sea_(Black_Mirror),medium
1930.0,https://en.wikipedia.org/wiki/Bidin%27_My_Time,medium
1922.0,https://en.wikipedia.org/wiki/Big_Nick_Nicholas,medium
1902.0,https://en.wikipedia.org/wiki/(Won%27t_You_Come_Home)_Bill_Bailey,high
,https://en.wikipedia.org/wiki/List_of_compositions_by_Bill_Evans,low
1945.0,https://en.wikipedia.org/wiki/Billie%27s_Bounce,medium
1912.0,https://en.wikipedia.org/wiki/Billy_Boy,medium
1958.0,https://en.wikipedia.org/wiki/Birks%27_Works,medium
1926.0,https://en.wikipedia.org/wiki/The_Birth_of_the_Blues,medium
1976.0,https://en.wikipedia.org/wiki/Black_and_Blue,medium
1927.0,https://en.wikipedia.org/wiki/Black_and_Tan_Fantasy,medium
,,none
,https://en.wikipedia.org/wiki/Coffee,low
1947.0,https://en.wikipedia.org/wiki/Black_Narcissus,medium
,https://en.wikipedia.org/wiki/Nile,low
1992.0,https://en.wikipedia.org/wiki/Blackberry_winter,medium
1934.0,https://en.wikipedia.org/wiki/Blame_It_on_My_Youth,high
,https://en.wikipedia.org/wiki/Complete_blood_count,low
1950.0,https://en.wikipedia.org/wiki/Bloomdido,medium
1999.0,"https://en.wikipedia.org/wiki/Blue_Skies,_Broken_Hearts...Next_12_Exits",medium
1961.0,https://en.wikipedia.org/wiki/Blue_%26_Sentimental,medium
1963.0,https://en.wikipedia.org/wiki/Blue_Bossa,medium
1941.0,https://en.wikipedia.org/wiki/Blue_Champagne,medium
,,none
1959.0,https://en.wikipedia.org/wiki/Blue_in_Green,medium
1945.0,https://en.wikipedia.org/wiki/Lou_Marini,medium
,https://en.wikipedia.org/wiki/List_of_compositions_by_Thelonious_Monk,low
1937.0,https://en.wikipedia.org/wiki/Blue_moon,medium
2015.0,https://en.wikipedia.org/wiki/Blue%27s_Room,medium
1983.0,https://en.wikipedia.org/wiki/Sing_Blue_Silver,medium
1929.0,https://en.wikipedia.org/wiki/Blue_Skies_(1929_film),medium
1994.0,https://en.wikipedia.org/wiki/Sonic_%26_Knuckles,medium
1929.0,https://en.wikipedia.org/wiki/Blue_Turning_Grey_over_You,medium
1940.0,https://en.wikipedia.org/wiki/Blueberry_Hill,high
1959.0,https://en.wikipedia.org/wiki/Thelonious_Alone_in_San_Francisco,medium
1963.0,https://en.wikipedia.org/wiki/Monk%27s_Dream_(Thelonious_Monk_album),medium
1951.0,https://en.wikipedia.org/wiki/Blues_for_Alice,medium
,https://en.wikipedia.org/wiki/Blues,low
1921.0,https://en.wikipedia.org/wiki/Harry_Babasin,medium
1941.0,https://en.wikipedia.org/wiki/Blues_in_the_Night,high
1958.0,https://en.wikipedia.org/wiki/Blues_March,medium
1962.0,https://en.wikipedia.org/wiki/Bluesette,medium
2017.0,https://en.wikipedia.org/wiki/On_Body_and_Soul,medium
1955.0,https://en.wikipedia.org/wiki/Bohemia_After_Dark,medium
,https://en.wikipedia.org/wiki/Bolivia,low
2011.0,https://en.wikipedia.org/wiki/Shannon_family,medium
1961.0,https://en.wikipedia.org/wiki/At_the_Five_Spot,medium
1957.0,https://en.wikipedia.org/wiki/Boplicity,medium
2015.0,https://en.wikipedia.org/wiki/Born_to_Be_Blue_(film),medium
1964.0,https://en.wikipedia.org/wiki/Bossa_Antigua,medium
2004.0,https://en.wikipedia.org/wiki/Boulevard_of_Broken_Dreams_(Green_Day_song),medium
1946.0,https://en.wikipedia.org/wiki/Bouncing_with_Bud,medium
1949.0,https://en.wikipedia.org/wiki/Bourbon_Street_Parade,medium
2015.0,https://en.wikipedia.org/wiki/The_Boy_Next_Door_(film),medium
1939.0,https://en.wikipedia.org/wiki/Aquarela_do_Brasil,medium
,https://en.wikipedia.org/wiki/Brazil,low
1954.0,https://en.wikipedia.org/wiki/Suite_populaire_br%C3%A9silienne,high
1928.0,https://en.wikipedia.org/wiki/The_Breeze_and_I,medium
2002.0,https://en.wikipedia.org/wiki/Law_%26_Order:_Criminal_Intent_season_2,medium
2009.0,https://en.wikipedia.org/wiki/The_Bright_Mississippi,medium
